ref_tag,source_file,question_ordinal,start_line,end_line,popularity_score,answer_ref
TV_PYTHON_MODULES_AND_PACKAGES_06,python/modules_and_packages.md,6,80,90,11,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/modules_and_packages.md#L80-L90
TV_PYTHON_MODULES_AND_PACKAGES_07,python/modules_and_packages.md,7,91,95,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/modules_and_packages.md#L91-L95
TV_PYTHON_NAMESPACE_AND_CONTEXT_MANAGER_01,python/namespace_and_context_manager.md,1,3,98,64,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/namespace_and_context_manager.md#L3-L98
TV_PYTHON_NAMESPACE_AND_CONTEXT_MANAGER_02,python/namespace_and_context_manager.md,2,99,132,18,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/namespace_and_context_manager.md#L99-L132
TV_PYTHON_NAMESPACE_AND_CONTEXT_MANAGER_03,python/namespace_and_context_manager.md,3,133,189,33,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/namespace_and_context_manager.md#L133-L189
TV_PYTHON_PYTHON_PACKAGES_01,python/python_packages.md,1,3,19,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/python_packages.md#L3-L19
TV_PYTHON_PYTHON_PACKAGES_02,python/python_packages.md,2,20,64,11,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/python_packages.md#L20-L64
TV_PYTHON_PYTHON_PACKAGES_03,python/python_packages.md,3,65,85,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/python_packages.md#L65-L85
TV_PYTHON_PYTHON_PACKAGES_04,python/python_packages.md,4,86,98,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/python_packages.md#L86-L98
TV_PYTHON_PYTHON_PACKAGES_05,python/python_packages.md,5,99,121,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/python_packages.md#L99-L121
TV_PYTHON_PYTHON_PACKAGES_06,python/python_packages.md,6,122,168,14,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/python_packages.md#L122-L168
TV_PYTHON_PYTHON_PACKAGES_07,python/python_packages.md,7,169,206,11,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/python_packages.md#L169-L206
TV_PYTHON_PYTHON_PACKAGES_08,python/python_packages.md,8,207,243,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/python_packages.md#L207-L243
TV_PYTHON_PYTHON_PACKAGES_09,python/python_packages.md,9,244,269,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/python_packages.md#L244-L269
TV_PYTHON_PYTHON_PACKAGES_10,python/python_packages.md,10,270,278,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/python_packages.md#L270-L278
TV_PYTHON_PYTHON_PACKAGES_11,python/python_packages.md,11,279,440,20,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/python_packages.md#L279-L440
TV_PYTHON_PYTHON_PACKAGES_12,python/python_packages.md,12,441,488,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/python_packages.md#L441-L488
TV_PYTHON_PYTHON_PACKAGES_13,python/python_packages.md,13,489,527,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/python_packages.md#L489-L527
TV_PYTHON_PYTHON_PACKAGES_14,python/python_packages.md,14,528,555,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/python_packages.md#L528-L555
TV_PYTHON_SEQUENCES_01,python/sequences.md,1,3,17,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L3-L17
TV_PYTHON_SEQUENCES_02,python/sequences.md,2,18,38,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L18-L38
TV_PYTHON_SEQUENCES_03,python/sequences.md,3,39,82,18,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L39-L82
TV_PYTHON_SEQUENCES_04,python/sequences.md,4,83,88,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L83-L88
TV_PYTHON_SEQUENCES_05,python/sequences.md,5,89,104,13,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L89-L104
TV_PYTHON_SEQUENCES_06,python/sequences.md,6,105,113,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L105-L113
TV_PYTHON_SEQUENCES_07,python/sequences.md,7,114,127,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L114-L127
TV_PYTHON_SEQUENCES_08,python/sequences.md,8,128,161,17,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L128-L161
TV_PYTHON_SEQUENCES_09,python/sequences.md,9,162,201,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L162-L201
TV_PYTHON_SEQUENCES_10,python/sequences.md,10,202,291,31,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L202-L291
TV_PYTHON_SEQUENCES_11,python/sequences.md,11,292,321,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L292-L321
TV_PYTHON_SEQUENCES_12,python/sequences.md,12,322,339,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L322-L339
TV_PYTHON_SEQUENCES_13,python/sequences.md,13,340,353,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L340-L353
TV_PYTHON_SEQUENCES_14,python/sequences.md,14,354,365,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L354-L365
TV_PYTHON_SEQUENCES_15,python/sequences.md,15,366,397,17,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L366-L397
TV_PYTHON_SEQUENCES_16,python/sequences.md,16,398,405,23,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L398-L405
TV_PYTHON_SEQUENCES_17,python/sequences.md,17,406,428,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L406-L428
TV_PYTHON_SEQUENCES_18,python/sequences.md,18,429,502,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L429-L502
TV_PYTHON_SEQUENCES_19,python/sequences.md,19,503,516,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L503-L516
TV_PYTHON_SEQUENCES_20,python/sequences.md,20,517,538,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L517-L538
TV_PYTHON_SEQUENCES_21,python/sequences.md,21,539,548,10,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L539-L548
TV_PYTHON_SET_AND_DICT_01,python/set_and_dict.md,1,3,16,20,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L3-L16
TV_PYTHON_SET_AND_DICT_02,python/set_and_dict.md,2,17,35,16,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L17-L35
TV_PYTHON_SET_AND_DICT_03,python/set_and_dict.md,3,36,70,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L36-L70
TV_PYTHON_SET_AND_DICT_04,python/set_and_dict.md,4,71,103,31,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L71-L103
TV_PYTHON_SET_AND_DICT_05,python/set_and_dict.md,5,104,117,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L104-L117
TV_PYTHON_SET_AND_DICT_06,python/set_and_dict.md,6,118,138,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L118-L138
TV_PYTHON_SET_AND_DICT_07,python/set_and_dict.md,7,139,153,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L139-L153
TV_PYTHON_SET_AND_DICT_08,python/set_and_dict.md,8,154,172,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L154-L172
TV_PYTHON_SET_AND_DICT_09,python/set_and_dict.md,9,173,190,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L173-L190
TV_PYTHON_SET_AND_DICT_10,python/set_and_dict.md,10,191,205,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L191-L205
TV_PYTHON_SET_AND_DICT_11,python/set_and_dict.md,11,206,242,59,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L206-L242
TV_PYTHON_SET_AND_DICT_12,python/set_and_dict.md,12,243,256,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L243-L256
TV_PYTHON_SET_AND_DICT_13,python/set_and_dict.md,13,257,292,66,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L257-L292
TV_PYTHON_SET_AND_DICT_14,python/set_and_dict.md,14,293,387,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L293-L387
TV_PYTHON_SET_AND_DICT_15,python/set_and_dict.md,15,388,440,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L388-L440
TV_PYTHON_SET_AND_DICT_16,python/set_and_dict.md,16,441,511,31,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L441-L511
TV_PYTHON_SET_AND_DICT_17,python/set_and_dict.md,17,512,539,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L512-L539
TV_PYTHON_SET_AND_DICT_18,python/set_and_dict.md,18,540,592,16,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L540-L592
TV_PYTHON_STANDARD_LIBRARY_01,python/standard_library.md,1,3,19,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/standard_library.md#L3-L19
TV_PYTHON_STANDARD_LIBRARY_02,python/standard_library.md,2,20,100,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/standard_library.md#L20-L100
TV_PYTHON_STANDARD_LIBRARY_03,python/standard_library.md,3,101,159,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/standard_library.md#L101-L159
TV_PYTHON_STANDARD_LIBRARY_04,python/standard_library.md,4,160,194,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/standard_library.md#L160-L194
TV_PYTHON_STANDARD_LIBRARY_05,python/standard_library.md,5,195,231,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/standard_library.md#L195-L231
TV_PYTHON_STANDARD_LIBRARY_06,python/standard_library.md,6,232,268,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/standard_library.md#L232-L268
TV_PYTHON_STANDARD_LIBRARY_07,python/standard_library.md,7,269,296,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/standard_library.md#L269-L296
TV_PYTHON_STANDARD_LIBRARY_08,python/standard_library.md,8,297,350,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/standard_library.md#L297-L350
TV_PYTHON_STANDARD_LIBRARY_09,python/standard_library.md,9,351,392,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/standard_library.md#L351-L392
TV_PYTHON_STANDARD_LIBRARY_10,python/standard_library.md,10,393,441,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/standard_library.md#L393-L441
TV_PYTHON_STANDARD_LIBRARY_11,python/standard_library.md,11,442,508,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/standard_library.md#L442-L508
TV_PYTHON_STANDARD_LIBRARY_12,python/standard_library.md,12,509,548,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/standard_library.md#L509-L548
TV_PYTHON_STANDARD_LIBRARY_13,python/standard_library.md,13,549,556,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/standard_library.md#L549-L556
TV_PYTHON_STANDARD_LIBRARY_14,python/standard_library.md,14,557,604,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/standard_library.md#L557-L604
TV_PYTHON_STANDARD_LIBRARY_15,python/standard_library.md,15,605,665,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/standard_library.md#L605-L665
TV_PYTHON_STANDARD_LIBRARY_16,python/standard_library.md,16,666,695,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/standard_library.md#L666-L695
TV_PYTHON_STANDARD_LIBRARY_17,python/standard_library.md,17,696,709,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/standard_library.md#L696-L709
TV_PYTHON_STANDARD_LIBRARY_18,python/standard_library.md,18,710,723,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/standard_library.md#L710-L723
TV_PYTHON_SYNTAX_01,python/syntax.md,1,3,12,12,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L3-L12
TV_PYTHON_SYNTAX_02,python/syntax.md,2,13,43,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L13-L43
TV_PYTHON_SYNTAX_03,python/syntax.md,3,44,90,19,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L44-L90
TV_PYTHON_SYNTAX_04,python/syntax.md,4,91,147,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L91-L147
TV_PYTHON_SYNTAX_05,python/syntax.md,5,148,163,10,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L148-L163
TV_PYTHON_SYNTAX_06,python/syntax.md,6,164,228,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L164-L228
TV_PYTHON_SYNTAX_07,python/syntax.md,7,229,251,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L229-L251
TV_PYTHON_SYNTAX_08,python/syntax.md,8,252,352,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L252-L352
TV_PYTHON_SYNTAX_09,python/syntax.md,9,353,391,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L353-L391
TV_PYTHON_SYNTAX_10,python/syntax.md,10,392,413,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L392-L413
TV_PYTHON_SYNTAX_11,python/syntax.md,11,414,422,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L414-L422
TV_PYTHON_SYNTAX_12,python/syntax.md,12,423,441,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L423-L441
TV_PYTHON_SYNTAX_13,python/syntax.md,13,442,558,13,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L442-L558
TV_PYTHON_FRAMEWORK_DJANGO_01,python_framework/django.md,1,3,22,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L3-L22
TV_PYTHON_FRAMEWORK_DJANGO_02,python_framework/django.md,2,23,38,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L23-L38
TV_PYTHON_FRAMEWORK_DJANGO_03,python_framework/django.md,3,39,179,36,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L39-L179
TV_PYTHON_FRAMEWORK_DJANGO_04,python_framework/django.md,4,180,255,10,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L180-L255
TV_PYTHON_FRAMEWORK_DJANGO_05,python_framework/django.md,5,256,341,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L256-L341
TV_PYTHON_FRAMEWORK_DJANGO_06,python_framework/django.md,6,342,376,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L342-L376
TV_PYTHON_FRAMEWORK_DJANGO_07,python_framework/django.md,7,377,404,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L377-L404
TV_PYTHON_FRAMEWORK_DJANGO_08,python_framework/django.md,8,405,496,14,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L405-L496
TV_PYTHON_FRAMEWORK_DJANGO_09,python_framework/django.md,9,497,543,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L497-L543
TV_PYTHON_FRAMEWORK_DJANGO_10,python_framework/django.md,10,544,605,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L544-L605
TV_PYTHON_FRAMEWORK_DJANGO_11,python_framework/django.md,11,606,669,28,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L606-L669
TV_PYTHON_FRAMEWORK_DJANGO_12,python_framework/django.md,12,670,745,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L670-L745
TV_PYTHON_FRAMEWORK_DJANGO_13,python_framework/django.md,13,746,817,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L746-L817
TV_PYTHON_FRAMEWORK_DJANGO_14,python_framework/django.md,14,818,838,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L818-L838
TV_PYTHON_FRAMEWORK_DJANGO_15,python_framework/django.md,15,839,866,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L839-L866
TV_PYTHON_FRAMEWORK_DJANGO_16,python_framework/django.md,16,867,897,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L867-L897
TV_PYTHON_FRAMEWORK_DJANGO_17,python_framework/django.md,17,898,915,12,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L898-L915
TV_PYTHON_FRAMEWORK_DJANGO_18,python_framework/django.md,18,916,947,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L916-L947
TV_PYTHON_FRAMEWORK_DJANGO_19,python_framework/django.md,19,948,1005,13,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L948-L1005
TV_PYTHON_FRAMEWORK_DJANGO_20,python_framework/django.md,20,1006,1050,21,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L1006-L1050
TV_PYTHON_FRAMEWORK_DJANGO_21,python_framework/django.md,21,1051,1068,14,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L1051-L1068
TV_PYTHON_FRAMEWORK_DJANGO_22,python_framework/django.md,22,1069,1110,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L1069-L1110
TV_PYTHON_FRAMEWORK_DJANGO_23,python_framework/django.md,23,1111,1149,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L1111-L1149
TV_PYTHON_FRAMEWORK_DJANGO_24,python_framework/django.md,24,1150,1175,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L1150-L1175
TV_PYTHON_FRAMEWORK_DJANGO_25,python_framework/django.md,25,1176,1204,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L1176-L1204
TV_PYTHON_FRAMEWORK_DJANGO_26,python_framework/django.md,26,1205,1235,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L1205-L1235
TV_PYTHON_FRAMEWORK_DJANGO_27,python_framework/django.md,27,1236,1255,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python_framework/django.md#L1236-L1255
